GEO_ID,NAME,line_no,label,total,total_moe,total_pct,total_pct_moe,male,male_moe,male_pct,male_pct_moe,female,female_moe,female_pct,female_pct_moe
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",001,Total population,8872,748,,,4313,532,,,4559,534,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",002,Under 5 years,479,190,5.4,2.2,57,58,1.3,1.3,422,190,9.3,4.1
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",003,5 to 9 years,762,443,8.6,4.9,539,390,12.5,8.8,223,160,4.9,3.6
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",004,10 to 14 years,576,201,6.5,2.1,320,160,7.4,3.6,256,122,5.6,2.5
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",005,15 to 19 years,496,262,5.6,2.9,239,155,5.5,3.4,257,187,5.6,3.9
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",006,20 to 24 years,761,387,8.6,4.2,428,309,9.9,6.7,333,213,7.3,4.4
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",007,25 to 29 years,820,379,9.2,4.2,415,235,9.6,5.4,405,243,8.9,5
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",008,30 to 34 years,439,185,4.9,2,229,120,5.3,2.9,210,105,4.6,2.2
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",009,35 to 39 years,886,236,10,2.4,407,172,9.4,4,479,173,10.5,3.8
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",010,40 to 44 years,453,203,5.1,2.3,267,141,6.2,3.3,186,159,4.1,3.5
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",011,45 to 49 years,508,236,5.7,2.6,316,160,7.3,3.4,192,142,4.2,3.1
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",012,50 to 54 years,524,165,5.9,1.9,222,116,5.1,2.8,302,109,6.6,2.4
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",013,55 to 59 years,475,213,5.4,2.4,248,128,5.8,3.1,227,128,5,2.7
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",014,60 to 64 years,424,186,4.8,2,72,56,1.7,1.2,352,171,7.7,3.8
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",015,65 to 69 years,343,159,3.9,1.8,141,76,3.3,1.8,202,139,4.4,3.1
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",016,70 to 74 years,375,185,4.2,2.1,198,134,4.6,3.1,177,87,3.9,1.9
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",017,75 to 79 years,279,127,3.1,1.4,120,63,2.8,1.5,159,90,3.5,1.9
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",018,80 to 84 years,168,116,1.9,1.3,63,50,1.5,1.1,105,83,2.3,1.8
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",019,85 years and over,104,93,1.2,1,32,34,0.7,0.8,72,72,1.6,1.6
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",020,5 to 14 years,1338,414,15.1,4.3,859,356,19.9,7.7,479,208,10.5,4.4
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",021,15 to 17 years,330,207,3.7,2.3,202,138,4.7,3.1,128,127,2.8,2.7
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",022,Under 18 years,2147,522,24.2,5.3,1118,389,25.9,8.1,1029,303,22.6,5.6
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",023,18 to 24 years,927,370,10.4,4,465,308,10.8,6.6,462,232,10.1,4.7
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",024,15 to 44 years,3855,579,43.5,5.1,1985,420,46,7.5,1870,393,41,5.6
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",025,16 years and over,6933,699,78.1,5.2,3322,492,77,8.3,3611,466,79.2,5.1
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",026,18 years and over,6725,683,75.8,5.3,3195,487,74.1,8.1,3530,444,77.4,5.6
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",027,21 years and over,6418,706,72.3,5.7,3124,482,72.4,8.2,3294,449,72.3,6.7
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",028,60 years and over,1693,343,19.1,3.5,626,169,14.5,3.6,1067,235,23.4,5.2
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",029,62 years and over,1413,307,15.9,3.3,569,157,13.2,3.5,844,207,18.5,4.5
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",030,65 years and over,1269,294,14.3,3.1,554,154,12.8,3.4,715,194,15.7,4.2
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",031,75 years and over,551,210,6.2,2.2,215,82,5,1.8,336,162,7.4,3.5
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",032,Median age (years),35.9,2.7,,,34.2,7.9,,,36.6,2.9,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",033,Sex ratio (males per 100 females),94.6,16.2,,,,,,,,,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",034,Age dependency ratio,62.6,15,,,,,,,,,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",035,Old-age dependency ratio,23.3,6.3,,,,,,,,,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",036,Child dependency ratio,39.4,11.6,,,,,,,,,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",037,Sex,,,0.3,,,,,,,,,
1400000US28047003301,"Census Tract 33.01, Harrison County, Mississippi",038,Age,,,1.1,,,,,,,,,
