GEO_ID,NAME,line_no,label,total,total_moe,total_pct,total_pct_moe,male,male_moe,male_pct,male_pct_moe,female,female_moe,female_pct,female_pct_moe
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",033,Bachelor's degree or higher,816,260,32,9.4,407,158,36.2,12.1,409,148,28.7,10.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",034,Black alone,984,204,,,363,140,,,621,202,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",035,High school graduate or higher,973,204,98.9,2.1,363,140,100,8.6,610,201,98.2,3.4
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",036,Bachelor's degree or higher,247,165,25.1,14.4,68,67,18.7,18.5,179,150,28.8,21.5
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",037,American Indian or Alaska Native alone,87,110,,,67,77,,,20,38,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",038,High school graduate or higher,42,60,48.3,11.3,22,25,32.8,2.7,20,38,100,66.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",039,Bachelor's degree or higher,0,17,0,30.2,0,17,0,36,0,17,0,66.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",040,Asian alone,271,154,,,144,97,,,127,76,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",041,High school graduate or higher,108,95,39.9,33.3,36,47,25,36.3,72,62,56.7,29.6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",042,Bachelor's degree or higher,40,49,14.8,19.9,16,24,11.1,19,24,33,18.9,27.9
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",043,Native Hawaiian and Other Pacific Islander alone,0,17,,,0,17,,,0,17,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",044,High school graduate or higher,0,17,,,0,17,,,0,17,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",045,Bachelor's degree or higher,0,17,,,0,17,,,0,17,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",046,Some other race alone,0,17,,,0,17,,,0,17,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",047,High school graduate or higher,0,17,,,0,17,,,0,17,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",048,Bachelor's degree or higher,0,17,,,0,17,,,0,17,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",049,Two or more races,213,139,,,16,25,,,197,131,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",050,High school graduate or higher,191,135,89.7,19.9,16,25,100,74.1,175,128,88.8,21.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",051,Bachelor's degree or higher,43,54,20.2,24.6,0,17,0,74.1,43,54,21.8,26.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",052,Hispanic or Latino Origin,111,113,,,18,29,,,93,108,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",053,High school graduate or higher,94,108,84.7,27.3,18,29,100,69.9,76,103,81.7,36
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",054,Bachelor's degree or higher,0,17,0,25,0,17,0,69.9,0,17,0,28.7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",055,Less than high school graduate,,,4.6,8,,,0,15,,,9.4,14.8
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",056,High school graduate (includes equivalency),,,19.4,7.9,,,16.9,14.7,,,21.3,11.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",057,Some college or associate's degree,,,3.6,4.8,,,6.4,9.1,,,2.2,5.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",058,Bachelor's degree or higher,,,4.7,5,,,7.6,9.9,,,2.6,4.5
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",059,Population 25 years and over with earnings,31482,2264,,,30658,2537,,,32523,9506,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",060,Less than high school graduate,30952,8518,,,,,,,,,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",061,High school graduate (includes equivalency),27629,3443,,,25771,16152,,,29718,3838,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",062,Some college or associate's degree,31345,3558,,,32500,4369,,,30668,4352,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",063,Bachelor's degree,35263,13751,,,,,,,32045,20326,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",064,Graduate or professional degree,51008,1873,,,75909,61236,,,50502,2539,,
