GEO_ID,NAME,line_no,label,total,total_moe,total_pct,total_pct_moe,male,male_moe,male_pct,male_pct_moe,female,female_moe,female_pct,female_pct_moe
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",001,Total population,9862,746,,,4501,600,,,5361,564,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",002,Under 5 years,511,202,5.2,2,454,182,10.1,4,57,69,1.1,1.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",003,5 to 9 years,268,100,2.7,1,68,54,1.5,1.2,200,106,3.7,2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",004,10 to 14 years,355,206,3.6,2,291,195,6.5,4.3,64,74,1.2,1.4
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",005,15 to 19 years,1840,403,18.7,3.8,604,181,13.4,4,1236,382,23.1,6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",006,20 to 24 years,2673,550,27.1,4.5,1352,434,30,6.9,1321,371,24.6,5.9
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",007,25 to 29 years,533,265,5.4,2.6,327,189,7.3,3.8,206,148,3.8,2.7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",008,30 to 34 years,441,167,4.5,1.8,200,99,4.4,2.2,241,133,4.5,2.6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",009,35 to 39 years,510,199,5.2,2,126,104,2.8,2.3,384,150,7.2,2.7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",010,40 to 44 years,467,184,4.7,1.9,264,132,5.9,2.9,203,149,3.8,2.8
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",011,45 to 49 years,350,152,3.5,1.6,66,65,1.5,1.5,284,142,5.3,2.7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",012,50 to 54 years,271,123,2.7,1.3,107,73,2.4,1.7,164,84,3.1,1.6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",013,55 to 59 years,215,107,2.2,1.1,141,94,3.1,2,74,56,1.4,1.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",014,60 to 64 years,313,134,3.2,1.4,104,62,2.3,1.4,209,100,3.9,1.9
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",015,65 to 69 years,261,106,2.6,1.1,116,64,2.6,1.5,145,92,2.7,1.7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",016,70 to 74 years,271,98,2.7,1,93,62,2.1,1.4,178,83,3.3,1.6
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",017,75 to 79 years,266,143,2.7,1.5,67,60,1.5,1.3,199,98,3.7,1.9
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",018,80 to 84 years,112,59,1.1,0.6,44,34,1,0.8,68,44,1.3,0.8
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",019,85 years and over,205,95,2.1,1,77,46,1.7,1.1,128,75,2.4,1.4
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",020,5 to 14 years,623,262,6.3,2.6,359,179,8,4,264,110,4.9,2.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",021,15 to 17 years,313,114,3.2,1.2,130,67,2.9,1.5,183,114,3.4,2.1
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",022,Under 18 years,1447,262,14.7,2.5,943,192,21,4.1,504,180,9.4,3.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",023,18 to 24 years,4200,640,42.6,4.6,1826,461,40.6,6.7,2374,530,44.3,7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",024,15 to 44 years,6464,697,65.5,3.5,2873,567,63.8,5.8,3591,557,67,4.8
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",025,16 years and over,8683,698,88,2,3643,562,80.9,3.9,5040,567,94,2.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",026,18 years and over,8415,696,85.3,2.5,3558,555,79,4.1,4857,554,90.6,3.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",027,21 years and over,6019,537,61,4,2702,450,60,6.6,3317,371,61.9,5.7
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",028,60 years and over,1428,228,14.5,2.5,501,123,11.1,3.2,927,166,17.3,3.4
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",029,62 years and over,1305,208,13.2,2.3,440,105,9.8,2.8,865,156,16.1,3.2
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",030,65 years and over,1115,179,11.3,2,397,96,8.8,2.5,718,140,13.4,2.9
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",031,75 years and over,583,160,5.9,1.7,188,77,4.2,1.8,395,110,7.4,2.3
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",032,Median age (years),22.4,1.2,,,21.8,1,,,23.4,2.7,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",033,Sex ratio (males per 100 females),84,15.6,,,,,,,,,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",034,Age dependency ratio,35.1,6.1,,,,,,,,,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",035,Old-age dependency ratio,15.3,3.2,,,,,,,,,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",036,Child dependency ratio,19.8,4.1,,,,,,,,,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",037,Sex,,,0,,,,,,,,,
1400000US24045010502,"Census Tract 105.02, Wicomico County, Maryland",038,Age,,,3.7,,,,,,,,,
