GEO_ID,NAME,line_no,label,total,total_moe,total_pct,total_pct_moe
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",001,Total households,3691,248,,
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",002,Has one or more types of computing devices:,3531,239,95.7,2.9
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",003,Desktop or laptop,2971,262,80.5,5.2
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",004,Desktop or laptop with no other type of computing device,361,167,9.8,4.6
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",005,Smartphone,3114,323,84.4,5.9
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",006,Smartphone with no other type of computing device,340,195,9.2,5.2
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",007,Tablet or other portable wireless computer,2416,265,65.5,6.3
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",008,Tablet or other portable wireless computer with no other type of computing device,0,20,0,1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",009,Other computer,131,81,3.5,2.2
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",010,Other computer with no other type of computing device,0,20,0,1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",011,No computer,160,111,4.3,2.9
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",012,With an Internet subscription:,3394,256,92,3.3
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",013,Dial-up with no other type of Internet subscription,31,35,0.8,0.9
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",014,Broadband of any type,3363,265,91.1,3.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",015,Cellular data plan,2810,317,76.1,5.9
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",016,Cellular data plan with no other type of Internet subscription,663,254,18,6.5
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",017,"Broadband such as cable, fiber optic or DSL",2549,284,69.1,7
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",018,Satellite Internet service,363,162,9.8,4.3
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",019,Without an Internet subscription,297,126,8,3.3
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",020,"Less than $20,000:",702,228,,
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",021,With dial-up Internet subscription alone,0,20,0,5.2
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",022,With a broadband Internet subscription,540,221,76.9,16.4
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",023,Without an Internet subscription,162,120,23.1,16.4
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",024,"$20,000 to $74,999:",1559,267,,
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",025,With dial-up Internet subscription alone,31,35,2,2.3
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",026,With a broadband Internet subscription,1464,282,93.9,5.1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",027,Without an Internet subscription,64,68,4.1,4.4
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",028,"$75,000 or more:",1430,242,,
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",029,With dial-up Internet subscription alone,0,20,0,2.6
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",030,With a broadband Internet subscription,1359,238,95,4.1
1400000US28047003206,"Census Tract 32.06, Harrison County, Mississippi",031,Without an Internet subscription,71,60,5,4.1
